id,texto,RT_Count,Favorite_Count
3446,"b'Entregaremos la mejor etapa de la vida; nuestra juventud al servicio de Bogota. \n@MiguelUribeT Alcalde, @josiasfiesco Concejal #CD18 #BogotaSeLevanta #Avancemos https://t.co/chUm0AaJXT'",97,0
3447,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3448,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3449,b'#SiUnaMujerGobernara @CarlosFGalan @ClaudiaLopez @MiguelUribeT https://t.co/TYmovWvIDd',10,0
3450,b'Agradecemos al representante @jjUscategui por la invitacion al evento de respaldo de la Reserva Activa a la candidatura de @MiguelUribeT.\n\n!Gratitud y admiracion por esos hombres y mujeres heroicos que son el sosten de la patria y un pilar fundamental del @CeDemocratico!\n\n#CD1 https://t.co/AcOnJPT3de',192,0
3451,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3452,b'@jimmyaha1911781 @gallegogalilei @monik_soto @MiguelUribeT Que le lleva a asegurar que no tienen libertad?',0,0
3453,"b'Acaso tenemos que elegir a alguien por ser hombre o mujer? Dejen la estupidez, la gente no vota por un genero, vota por quien esta capacitado y puede hacer bien las cosas, con mayor razon mi apoyo es para @MiguelUribeT\n\nPopulistas \n#SiUnaMujerGobernara'",81,0
3454,"b'""Me atacan por ser coherente y leal, pero afortunadamente los bogotanos sabran que esperar, saben que pienso y que he hecho"": @MiguelUribeT'",123,0
3455,b'@MiguelUribeT \n\n#paraseguiravanzando\n\nJajajaja https://t.co/Ik9Z1bkciv',0,0
3456,"b'Dice el nino @MiguelUribeT ""Los delincuentes en las carceles y no en las calles"". Entonces uno se pregunta que hace el haciendo campana politica mentirosa...en la calle.'",0,0
3457,b'@jimmyaha1911781 @gallegogalilei @monik_soto @MiguelUribeT Tiene fuentes para probar que Fidel tiene 12 mansiones?',0,0
3458,"b'@MESsincensura @EnriquePenalosa @MiguelUribeT ?????, no al reves, los que mintieron fueron los Polo-Petristas por 12 anos, sino fuera por Penalosa hoy no habria en proceso 2,500 obras, en 12 anos los Polo-Petristas, ni TransMilenio, ni Metro, ni vias ni nada de infraestructura.'",0,0
3459,b'Vote asi:\n@MiguelUribeT https://t.co/W7AqyXLzmN https://t.co/t4GKN2XXOR',4,0
3460,b'@jimmyaha1911781 @gallegogalilei @monik_soto @MiguelUribeT Lo hacen cuando saben que les pueden retirar con voto popular en cualquier momento. Eso sucede en anos de eleccion en paises capitalistas.',0,0
3461,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3462,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3463,b'Vote asi:\n@MiguelUribeT https://t.co/W7AqyXLzmN https://t.co/t4GKN2XXOR',4,0
3464,"b'@jimmyaha1911781 @gallegogalilei @monik_soto @MiguelUribeT China tiene 60% de su economia expropiada y no los veo muy pobres, lo mismo con Korea del Norte'",0,0
3465,b'Agradecemos al representante @jjUscategui por la invitacion al evento de respaldo de la Reserva Activa a la candidatura de @MiguelUribeT.\n\n!Gratitud y admiracion por esos hombres y mujeres heroicos que son el sosten de la patria y un pilar fundamental del @CeDemocratico!\n\n#CD1 https://t.co/AcOnJPT3de',192,0
3466,b'?Para usted quien debe ser el proximo alcalde de @Bogota? #DebatesCristovision @MiguelUribeT @ClaudiaLopez @CarlosFGalan @HOLLMANMORRIS',472,0
3467,b'@jimmyaha1911781 @gallegogalilei @monik_soto @MiguelUribeT Si los embargos de EEUU no hacen nada a Cuba porque estan ahi en primer lugar? A todos los paises socialistas EEUU ha tratado de ponerles el pie. Si el socialismo es tan fracasado porque hacerlo?',0,0
3468,b'@jimmyaha1911781 @gallegogalilei @monik_soto @MiguelUribeT El hecho de expropiar los es lo que ayuda a que esten a flote.',0,0
3469,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3470,b'?Para usted quien debe ser el proximo alcalde de @Bogota? #DebatesCristovision @MiguelUribeT @ClaudiaLopez @CarlosFGalan @HOLLMANMORRIS',472,337
3471,"b'#DemocraciaEs garantizar el bienestar de los ciudadanos, por eso vamos a trabajar de la mano con @MiguelUribeT para facilitar acceso y oportunidades de empleo. \n\nEsta es #LaFuerzaQueNosUne para que #Avancemos en Bogota. \n\nConozca mas aqui: https://t.co/FtRUucqIAu https://t.co/jhe1myXsrG'",64,0
3472,"b'""Me atacan por ser coherente y leal, pero afortunadamente los bogotanos sabran que esperar, saben que pienso y que he hecho"": @MiguelUribeT'",123,0
3473,"b'Acaso tenemos que elegir a alguien por ser hombre o mujer? Dejen la estupidez, la gente no vota por un genero, vota por quien esta capacitado y puede hacer bien las cosas, con mayor razon mi apoyo es para @MiguelUribeT\n\nPopulistas \n#SiUnaMujerGobernara'",81,0
3474,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3475,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3476,"b'?Lo recuerda, @MiguelUribeT? Eso como que viene de familia. El titere Miguel Uribe es para  Penalosa lo que el titere Duque es para Alvaro Uribe. https://t.co/fNTARtVQqy'",1,2
3477,b'@RepublicaNow @MiguelUribeT Votare por Miguel Uribe @MiguelUribeT  #Avancemos',0,1
3478,b'Y si hacemos el ejercicio con los candidatos a la Alcaldia de Bogota. Que estan leyendo hoy? @ClaudiaLopez @CarlosFGalan @MiguelUribeT @HOLLMANMORRIS que piensan @arminsattler @jdlaverde9 @jhpelaez  @juanduquega',0,2
3479,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3480,"b'Acaso tenemos que elegir a alguien por ser hombre o mujer? Dejen la estupidez, la gente no vota por un genero, vota por quien esta capacitado y puede hacer bien las cosas, con mayor razon mi apoyo es para @MiguelUribeT\n\nPopulistas \n#SiUnaMujerGobernara'",81,0
3481,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3482,"b'@CarlosFGalan Senor @CarlosFGalan  esto ya sucedio dos veces, en serio va a permitir que suceda de nuevo????\n\nLa izquierda esta trabando por hacerle creer a usted y a @MiguelUribeT  que tienen opcion, pues solo su division y su orgullo van a permitir que la histeria y la bipolaridad ganen. https://t.co/N69GEQKBIB'",0,1
3483,"b'Penalosa ni descontamino el rio Bogota, ni lo amplio, ni malecones de Soacha hasta Chia, otra #PromesaIncumplida.\n\nY con una multimillonaria campana, quieren imponer a @MiguelUribeT como el sucesor de esta desastrosa alcaldia. https://t.co/elcxxEgrjU'",28,0
3484,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3485,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3486,"b'""Me atacan por ser coherente y leal, pero afortunadamente los bogotanos sabran que esperar, saben que pienso y que he hecho"": @MiguelUribeT'",123,0
3487,"b'Radio | Entre todos podemos generar una ciudad mejor. Por eso considero que @MiguelUribeT es la persona idonea para gobernar con conocimiento, experiencia y escuchando a los bogotanos. #Avancemos\n@Subalternativa https://t.co/IBlnP0dARX'",14,0
3488,"b'@GIAndradeP @danielbernalb @Bogota @JBotanicoBogota @HOLLMANMORRIS @CarlosFGalan @ClaudiaLopez @MiguelUribeT @Brigittelgb Genial fortalecer la ciencia desde el Jardin, como la gran aula ambiental de #Bogota.  Hay tanyo por descubrir, por apoyar, tantas iniciativas educativas y ciudadanas que pueden participar.'",1,0
3489,"b'Acaso tenemos que elegir a alguien por ser hombre o mujer? Dejen la estupidez, la gente no vota por un genero, vota por quien esta capacitado y puede hacer bien las cosas, con mayor razon mi apoyo es para @MiguelUribeT\n\nPopulistas \n#SiUnaMujerGobernara'",81,0
3490,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3491,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3492,"b'@EnriquePenalosa Mas de lo que nos han mentido y enganado en su corrupta administracion es imposible, votar por el bandido de .@MiguelUribeT es permitir la continuidad de su corrupta administracion sea un hecho y eso en Bogota no lo vamos a permitir. Bajese del bus en el que nos monto desde 1998!'",1,0
3493,b'A quien quede en @Bogota : Importante  recuperar el @JBotanicoBogota como autoridad cientifica distrital  en materia de biodiversidad.   @HOLLMANMORRIS @CarlosFGalan @ClaudiaLopez @MiguelUribeT @Brigittelgb',36,0
3494,b'El acierto de @MiguelUribeT es la coherencia y la firmeza en sus posiciones @Hora20 https://t.co/BR9Y57Q6zK',111,0
3495,b'Unidos construiremos una mejor Bogota @AForeroM CD # 1 @MiguelUribeT ! https://t.co/KXkvKq199r',62,0
3496,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3497,"b'Lo prometido, hoy 12 de Septiembre pido a \n@CarlosFGalan y \n@MiguelUribeT\n se tomen un cafe y conversen, de ustedes depende el futuro de la ciudad, no podemos repetir la pendejada del 2011.\n#SeamosSeriosConBogota\n#SeamosResponsablesConBogota\n#BogotaLosNecesita https://t.co/MKtNu1iMsq'",32,0
3498,"b'Acaso tenemos que elegir a alguien por ser hombre o mujer? Dejen la estupidez, la gente no vota por un genero, vota por quien esta capacitado y puede hacer bien las cosas, con mayor razon mi apoyo es para @MiguelUribeT\n\nPopulistas \n#SiUnaMujerGobernara'",81,0
3499,"b'Claramente el dilema no era @ClaudiaLopez, @CarlosFGalan o @MiguelUribeT; al final los tres garantizaban el negocio, la diferencia era la cantidad del robo.\nEl problema es @HOLLMANMORRIS, porque los saca del Negocio y no los deja robar NADA.\n@sergio_fajardo Konfirma por favor '",160,0
3500,"b'Con Penalosa ya #RecuperamosABogota, ahora #Avancemos con @MiguelUribeT y @avancemosbog https://t.co/Qf3n6ErUyu'",13,0
3501,"b'@ModularDuni @KikePrivatiza @NCBogota @ClaudiaLopez @CarlosFGalan @MiguelUribeT @HOLLMANMORRIS Es  su opinion personal, tendria que soportarlo con estudios comparativos, y si aspira a que lo construyan debe seguir el proceso legal que le anexe en el grafico.'",0,0
3502,b'Agradecemos al representante @jjUscategui por la invitacion al evento de respaldo de la Reserva Activa a la candidatura de @MiguelUribeT.\n\n!Gratitud y admiracion por esos hombres y mujeres heroicos que son el sosten de la patria y un pilar fundamental del @CeDemocratico!\n\n#CD1 https://t.co/AcOnJPT3de',192,0
3503,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3504,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3505,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3506,"b'""Me atacan por ser coherente y leal, pero afortunadamente los bogotanos sabran que esperar, saben que pienso y que he hecho"": @MiguelUribeT'",123,0
3507,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3508,"b'#Envivo | No vengo a improvisar, en mi Plan de Gobierno tengo en cuenta a la reserva activa por sus conocimientos y liderazgo en la seguridad. \n\n! Juntos vamos a gobernar ! \n   \n@MiguelUribeT \n#MiguelUribeEsSeguridad \n#Avancemos https://t.co/p5kQnBNQZo'",47,0
3509,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3510,"b'Acaso tenemos que elegir a alguien por ser hombre o mujer? Dejen la estupidez, la gente no vota por un genero, vota por quien esta capacitado y puede hacer bien las cosas, con mayor razon mi apoyo es para @MiguelUribeT\n\nPopulistas \n#SiUnaMujerGobernara'",81,0
3511,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3512,"b'Desde muy temprano estuvimos hoy en San Victorino, escuchando las preocupaciones de los comerciantes y llevando nuestras propuestas. \n\nEsta zona ha traido empleo y desarrollo para nuestra ciudad, hemos trabajado en equipo. Cuentan conmigo cuando sea Alcalde.\n\n#Avancemos https://t.co/hZzPOHxfAw'",300,0
3513,"b'""Me atacan por ser coherente y leal, pero afortunadamente los bogotanos sabran que esperar, saben que pienso y que he hecho"": @MiguelUribeT'",123,0
3514,"b'""Yo tambien fui victima, con mi mama y con Jorge Eduardo, y aun asi estamos aca, porque sabemos que no podemos ser indiferentes. Por eso he dicho, en publico y privado, que vamos a seguir trabajando por la seguridad de Bogota"": @MiguelUribeT'",103,0
3515,b'Para leer\nLa corrupcion y el clientelismo en @AnimalesBOG \nIDPYBA\nTodo para favorecer a @MiguelUribeT \nLa pastora @clarasandoval \nhttps://t.co/VMSeM4ZBdP',111,0
3516,"b'""Quiero recordar que en mi familia nos ensenaron a querer y apoyar a la fuerza publica"": @MiguelUribeT'",136,0
3517,b'Excelente apoyo para el gran trabajo que vienen haciendo por Bogota. Avancemos con @MiguelUribeT alcalde y @AForeroM concejal votando CD #1.\n\n#PrimeroBogota https://t.co/XdL6OmTTYj',78,0
3518,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3519,"b'""Colombia no se puede equivocar. La persona que necesitamos es @MiguelUribeT como alcalde de Bogota"": @AForeroM'",208,0
3520,b'@CMILANOTICIA @Bogota @CNCSocial @MiguelUribeT  alcalde el mejor!',0,0
3521,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3522,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3523,b'Excelente apoyo para el gran trabajo que vienen haciendo por Bogota. Avancemos con @MiguelUribeT alcalde y @AForeroM concejal votando CD #1.\n\n#PrimeroBogota https://t.co/XdL6OmTTYj',78,0
3524,"b'@Jacquesdmolai @CarlosC74568547 @MiguelUribeT Yo votare por Miguel Uribe, el unico que ha mostrado resultados y el mas preparado. Tiene mi voto y el de toda mi familia y lo digo con orgullo.'",1,1
3525,b'@RobertoUmana3 @CarlosC74568547 @MiguelUribeT Son pendejos? Son zurdos? Que coherencia!!! Votaran por un promotor del Si? Por un recomendado de Santos? Por un candidato apoyado por LA INTERNACIONAL SOCIALISTA?\nBOGOTA CON SENTIDO COMUN\nVOTA EN BLANCO',0,0
3526,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3527,b'El acierto de @MiguelUribeT es la coherencia y la firmeza en sus posiciones @Hora20 https://t.co/BR9Y57Q6zK',111,0
3528,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3529,b'Para leer\nLa corrupcion y el clientelismo en @AnimalesBOG \nIDPYBA\nTodo para favorecer a @MiguelUribeT \nLa pastora @clarasandoval \nhttps://t.co/VMSeM4ZBdP',111,0
3530,"b'#DemocraciaEs garantizar el bienestar de los ciudadanos, por eso vamos a trabajar de la mano con @MiguelUribeT para facilitar acceso y oportunidades de empleo. \n\nEsta es #LaFuerzaQueNosUne para que #Avancemos en Bogota. \n\nConozca mas aqui: https://t.co/FtRUucqIAu https://t.co/jhe1myXsrG'",64,0
3531,b'@MiguelUribeT Usted es el Alcalde que necesita Bogota. #Avancemos',2,0
3532,"b'@ModularDuni @KikePrivatiza @NCBogota @ClaudiaLopez @CarlosFGalan @MiguelUribeT @HOLLMANMORRIS Para avanzar en cada etapa, se debe completar la anterior, toda entidad, nacional e internacional le exigira cumplir con con ese proceso, lo digo por experiencia, trabaje cuatro anos  en formulacion y gestion de proyectos de inversion nacional y de cooperacion internacional.'",0,0
3533,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3534,b'!Por una ciudad con menos muertes por Cancer de Cuello Uterino! Les preguntamos a los candidatos #alcaldiabogota \n@claudialopezcl @migueluribet @CarlosFGalan @HOLLMANMORRIS ?Que proponen para la prevencion y deteccion del VPH?#ColombiaSinCCU https://t.co/W2MzD11XxN',1,5
3535,b'Todo mi apoyo y compromiso con la reserva activa: \n\nFrentes de seguridad en cada barrio.\nPrevencion y convivencia.\nGerentes de seguridad en parques y entornos escolares.\nGuardabosques y coordinadores locales de seguridad\n\n#MiguelUribeEsSeguridad https://t.co/FSCaQCyyKr',312,0
3536,"b'@chavo_comunista @gallegogalilei @monik_soto @MiguelUribeT No entiendo, critica al capitalismo porque Wozniak siendo un millonario, no tiene tanto como Jobs, pero le gusta una tirania comunista porque la gente no duerme en la calle... Hay coherencia?'",0,0
3537,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3538,"b'Excelente invitacion de parte de @CarlosFGalan ""Merecemos mas"" por eso hay q votar por @MiguelUribeT. \nBogota sensata vota por @MiguelUribeT https://t.co/PVmwweSXN0'",2,0
3539,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3540,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3541,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3542,b'@ALJEEZW @poll_data @olgaruiz1 @MiguelUribeT El Uribismo sigue que desgracia colombianos mas ',0,0
3543,"b'@ModularDuni @KikePrivatiza @NCBogota @ClaudiaLopez @CarlosFGalan @MiguelUribeT @HOLLMANMORRIS No me aferro,es un requisito legal,sin el no es posible construir un proyecto,ud puede considera q es superior al subterraneo,es su opinion personal, tendria q sustentarla siguiendo el proceso establecido, sin eso es imposible q lo tomen en serio.Anexo grafico resumen del proceso https://t.co/gwAelSRf5y'",0,0
3544,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3545,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3546,b'El nefasto Alcalde @EnriquePenalosa le hizo un gran dano a Bogota.\nLos bogotanos no deben darle ni un solo voto a quienes destruyeron a Bogota.\n@MiguelUribeT @CarlosFGalan https://t.co/B9HEl3We8b',131,0
3547,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3548,b'Ahora quien es la que huye de @MiguelUribeT como sanguijuela por alcantarilla y no lo enfrenta en los debates? https://t.co/WDByHK0YpQ',1051,0
3549,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3550,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3551,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3552,"b'Con Penalosa ya #RecuperamosABogota, ahora #Avancemos con @MiguelUribeT y @avancemosbog https://t.co/Qf3n6ErUyu'",13,0
3553,"b'Con Penalosa ya #RecuperamosABogota, ahora #Avancemos con @MiguelUribeT y @avancemosbog https://t.co/Qf3n6ErUyu'",13,0
3554,"b'Con @HOLLMANMORRIS y @SindicatoETB nos reunimos para buscar en Coalicion derrotar el modelo Penalosista  representado por  @MiguelUribeT  y @CarlosFGalan pero como @ClaudiaLopez es la unica que los puede derrotar y no el, ahora la ataca...pesimo error #HollmanAyudaAGalanYUribe'",50,0
3555,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3556,b'@Brisa7766433bri @GABOZARRATE @MiguelUribeT Los que le.mataron la.mama ahora son sus socios politicos.\nLa politica es dinamica',0,1
3557,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3558,b'@chavo_comunista @gallegogalilei @monik_soto @MiguelUribeT Con cuantas personas que vivan en Cuba interactua usted por Twitter?',0,0
3559,b'El acierto de @MiguelUribeT es la coherencia y la firmeza en sus posiciones @Hora20 https://t.co/BR9Y57Q6zK',111,0
3560,"b'#Medellin como inspiras, que ejemplo das y como demuestras que si es posible! \nOjala mi #Bogota del alma siga sus pasos y elija a @MiguelUribeT para poder seguir avanzando !!\n#Avancemos'",196,0
3561,"b'@chavo_comunista @gallegogalilei @monik_soto @MiguelUribeT Nadie vive bien en Cuba, excepto los funcionarios publicos.'",0,0
3562,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3563,b'@MiguelUribeT @ClaudiaLopez A',0,0
3564,"b'Hoy entiendo que estas elecciones son determinantes\n\nYo soy mama de dos hijos y tengo algo muy claro:\n \n[?][?]LOS PARQUES SON PARA NUESTROS HIJOS, NO PARA CONSUMIR DROGAS[?][?]\n\nCreo en @MiguelUribeT porque es el unico que se opone al consumo de drogas, el defiende el futuro de mis hijos https://t.co/kwz65crF75'",194,0
3565,"b'En campana @MiguelUribeT promete tarifa diferencial para los estudiantes, pero en cuatro anos de gobierno no hicieron nada para implementar el acuerdo que ya existe. \n#Carreta #Despertemos https://t.co/gJP96caPcN'",338,0
3566,"b'Desde muy temprano estuvimos hoy en San Victorino, escuchando las preocupaciones de los comerciantes y llevando nuestras propuestas. \n\nEsta zona ha traido empleo y desarrollo para nuestra ciudad, hemos trabajado en equipo. Cuentan conmigo cuando sea Alcalde.\n\n#Avancemos https://t.co/hZzPOHxfAw'",300,0
3567,b'@chavo_comunista @gallegogalilei @monik_soto @MiguelUribeT O sea funcionario publico',0,0
3568,"b'?Recuerdan cuando @MiguelUribeT  propuso una consulta? ?Recuerdan que hace 8 anos Galan entrego la alcaldia a Petro? Debemos cobrarle ese egoismo y ese poco amor a la ciudad. Esto ratifica a @MiguelUribeT como el mas coherente, abierto al dialogo y con experiencia. https://t.co/oEN1yNGVcB'",341,0
3569,"b'Con Penalosa ya #RecuperamosABogota, ahora #Avancemos con @MiguelUribeT y @avancemosbog https://t.co/Qf3n6ErUyu'",13,0
3570,"b'@chavo_comunista @gallegogalilei @monik_soto @MiguelUribeT Entonces el truco es volverse capitalistas, no luchar mas contra la libertad de elegir.'",0,0
