username;date;0;00;text;geo;mentions;hashtags;id;permalink;sentimiento;rango
OnlyDroopy;2019-10-28 14:13;0;0;"Y cosas peores vendran... https/ ...";;;;"1188896502531444736";https://twitter.com/OnlyDroopy/status/1188896502531444736;Muy negativo;0.09896670382505035
OscarCastroN;2019-10-28 14:08;0;1;"De nada serviria que se fuera Peluffo, si van a salir con otro Nicolas Garcia o Javier Alvarez. O contratan a una persona con la idoneidad que requiere el cargo, o dejen asi, y de paso se ahorran el billete de los honorarios. https ...";;;;"1188895391678418945";https://twitter.com/OscarCastroN/status/1188895391678418945;Muy negativo;0.004133268818716576
ELTIEMPO;2019-10-28 14:05;2;10;"Nicolas Garcia Bustos, el heredero de Cundinamarca > http pic.twitter.com/kf8X1sqAhA";;;;"1188894663639535616";https://twitter.com/ELTIEMPO/status/1188894663639535616;Tendencia positiva;0.6387869752747918
ArmandoForigua;2019-10-28 14:02;0;0;"Es una MAQUINARIA brava la que hay en esa gobernacion, Nicolas Garcia Bustos, el heredero de Cundinamarca https garcia bustos es el nuevo gobernador de cundinamarca 2020 2023 427906 ...";;;;"1188893709951213568";https://twitter.com/ArmandoForigua/status/1188893709951213568;Tendencia positiva;0.5744269536065949
OnlyDroopy;2019-10-28 14:01;0;0;"https/ ...";;;;"1188893490698211342";https://twitter.com/OnlyDroopy/status/1188893490698211342;Neutral;0.0
Citytv;2019-10-28 14:00;1;1;"Este es Nicolas Garcia Bustos, el heredero de Cundinamarca >http pic.twitter.com/FI7ZoM8Aha";;;;"1188893301371555842";https://twitter.com/Citytv/status/1188893301371555842;Tendencia positiva;0.6506721033432459
NicolasGarciaNG;2019-10-28 13:54;0;0;"https/ ...";;;;"1188891767355121665";https://twitter.com/NicolasGarciaNG/status/1188891767355121665;Neutral;0.0
NicolasGarciaNG;2019-10-28 13:20;0;0;"Claro, si vos te enrriquezes y nosotros nos cagamos de hambrehttps politico/2019/01/27/yo me siento mucho mas comoda con el modelo venezolano que con esta dictadura de barrio norte/ ...";;;;"1188883361110077441";https://twitter.com/NicolasGarciaNG/status/1188883361110077441;Tendencia negativa;0.3151019620329077
Nicolas33136520;2019-10-28 13:10;1;1;"Ustedes hicieron lo mismo con el socialismo y el chavismo. Ahora aprendan a resolver sus problemas solitos.pic.twitter.com/lO8Ntt4SmX";;;;"1188880749618970624";https://twitter.com/Nicolas33136520/status/1188880749618970624;Muy negativo;0.04509147257992433
Nicolas33136520;2019-10-28 13:08;0;0;"Anda pal cara!!!!";;;;"1188880172235276288";https://twitter.com/Nicolas33136520/status/1188880172235276288;Muy negativo;0.14641343473137663
Nicolas33136520;2019-10-28 13:07;0;0;"Aprendiste..";;;;"1188880073182588928";https://twitter.com/Nicolas33136520/status/1188880073182588928;Neutral;0.0
Nicolas33136520;2019-10-28 13:07;0;2;"Suena con tu ikon, vendran mas Rossello en el futuro. Pero este el pueblo le dijo q no.pic.twitter.com/VjZdvPKf71";;;;"1188879860468465665";https://twitter.com/Nicolas33136520/status/1188879860468465665;Tendencia positiva;0.5461845874825034
Nicolas33136520;2019-10-28 13:05;0;0;"Hon. Gobernadora. Como veterano del ejercito de EEUU. Es importante no violar los procedimiento establecido en especial una facilidad de VA Hospital. Un animal q no cumpla con los requisitos por ley no puede entrar o darle permiso al hospital. Son reglamento y hay q respetarlos.";;;;"1188879464417153031";https://twitter.com/Nicolas33136520/status/1188879464417153031;Muy negativo;0.004172907777914779
Nicolas33136520;2019-10-28 13:00;0;0;"El problema es el gobierno no el ELA.pic.twitter.com/zYf5jDGNoZ";;;;"1188878180779737094";https://twitter.com/Nicolas33136520/status/1188878180779737094;Tendencia positiva;0.664546063573043
Nicolas33136520;2019-10-28 12:59;0;0;"Eso es lo q tu crees, la mayoria del precio se deposita para pagar impuesto, carga maritima y transporte terrestre y aereo.";;;;"1188877897832042499";https://twitter.com/Nicolas33136520/status/1188877897832042499;Tendencia negativa;0.4585094915915816
Nicolas33136520;2019-10-28 12:56;0;0;"La ayuda federal tarjeta de la familia y la tarjeta de la salud es el nuevo estilo economico de PR. El sectores industriales poco a poco saldran del pais.pic.twitter.com/RqV9jfTLzL";;;;"1188877203335008261";https://twitter.com/Nicolas33136520/status/1188877203335008261;Tendencia positiva;0.6743869612725663
Nicolas33136520;2019-10-28 12:54;0;0;"Es importante evaluar q la poblacion en los estados es muy superior a la de PR. Por lo tanto su contribucion por la doble contribucion la cual 65% aplica a las fuerzas armadas y el 35% solo para los intereses del pueblo. El presupuesto de PR esta conforme a su poblacion.pic.twitter.com/qhZvj4Ckxq";;;;"1188876656854949889";https://twitter.com/Nicolas33136520/status/1188876656854949889;Tendencia positiva;0.568958362500307
nicogrodri10;2019-10-28 12:49;0;1;"No fue ningun error, se llama marketing, captar a la gente para que se hagan cuentas y si cuela que alguno compre suscripcion, luego ellos te cancelan el pedido y se lavan las manos diciendo que fue un error, pero la suscripcion te la siguen cobrando.";;;;"1188875502695735304";https://twitter.com/nicogrodri10/status/1188875502695735304;Muy negativo;0.005861463678260567
nicolasgarcia42;2019-10-28 12:46;0;2;"Esta en mis planes en unos meses mas.https ...";;;;"1188874713021501442";https://twitter.com/nicolasgarcia42/status/1188874713021501442;Muy negativo;0.28803070267727293
nicolassgarcia_;2019-10-28 12:18;0;0;"Claramente no llego al verano con todo lo que como";;;;"1188867619081859074";https://twitter.com/nicolassgarcia_/status/1188867619081859074;Tendencia negativa;0.3628986519885046
Nicolasgar19;2019-10-28 12:18;0;1;"Eeeeaaaaa jajaja @ Kbezon07https ...";;@ Kbezon07https;;"1188867577138819072";https://twitter.com/Nicolasgar19/status/1188867577138819072;Neutral;0.0
NicolasGarcia_C;2019-10-28 12:11;0;7;"Tan lindas las de 1ro e jajajajajajaj";;;;"1188866002882351104";https://twitter.com/NicolasGarcia_C/status/1188866002882351104;Neutral;0.0
NicolasGarciaOn;2019-10-28 12:05;0;0;"perfil visualizado por 8 pessoas http";;;;"1188864337194213377";https://twitter.com/NicolasGarciaOn/status/1188864337194213377;Neutral;0.0
NikoGrcia;2019-10-28 12:02;0;0;"# LakeShow";;;# LakeShow;"1188863504817840128";https://twitter.com/NikoGrcia/status/1188863504817840128;Neutral;0.0
Develop34552425;2019-10-28 11:51;0;0;"https/ ...";;;;"1188860964751466496";https://twitter.com/Develop34552425/status/1188860964751466496;Neutral;0.0
chaviraiii;2019-10-28 11:45;0;0;"Ramon Morales y Carmona (con todo y churro) ... saludos !";;;;"1188859378520084482";https://twitter.com/chaviraiii/status/1188859378520084482;Tendencia negativa;0.3146515573625786
NicolasGrc;2019-10-28 11:45;0;2;"@ NBAFAN18671364 doux jesus";;@ NBAFAN18671364;;"1188859363190030339";https://twitter.com/NicolasGrc/status/1188859363190030339;Neutral;0.0
RafaEscobarS;2019-10-28 11:44;0;0;"Nicolas Garcia Bustos, el heredero de Cundinamarca https garcia bustos es el nuevo gobernador de cundinamarca 2020 2023 427906 ...";;;;"1188859036789362688";https://twitter.com/RafaEscobarS/status/1188859036789362688;Tendencia positiva;0.5684730563160089
LGCundinamarca;2019-10-28 11:24;0;0;"Nicolas Garcia fue elegido como gobernador de Cundinamarca para el periodo 2020 2023 # LGC # Colombia # Cundinamarca Amplie la noticia:https garcia fue elegido como gobernador de cundinamarca para el periodo 2020 2023 ...";;;# LGC # Colombia # Cundinamarca;"1188853934644969472";https://twitter.com/LGCundinamarca/status/1188853934644969472;Muy negativo;0.10267822124615543
NicolasGrc;2019-10-28 11:17;0;0;"pic.twitter.com/yBkd6wwrmz";;;;"1188852391531241472";https://twitter.com/NicolasGrc/status/1188852391531241472;Neutral;0.0
ReNicoG;2019-10-28 11:06;0;0;"Los que califican SEGUNDOS en el transcurso de estos 14 anos de estabilidad y crecimiento de Bolivia, deben tener un lugar en la historia y quieren que sea con tintes violentos, los INCONFORMES, destruyen, entorpecen la democracia que dicen defender, no merecen llamarse PUEBLO";;;;"1188849505803931648";https://twitter.com/ReNicoG/status/1188849505803931648;Muy negativo;0.0008884663339222635
ReNicoG;2019-10-28 10:57;1;0;"Las reacciones negativas de antisociales, escudados en la anticipada e infundada denuncia de "FRAUDE" que @ carlosdmesag dio como motivos para salir a las calles, deben ser controladas por los responsables de esta CONVOCATORIA a la resistencia.";;@ carlosdmesag;;"1188847307866935296";https://twitter.com/ReNicoG/status/1188847307866935296;Muy negativo;0.001881310416428993
NicolasGarciaUr;2019-10-28 10:56;0;0;"Yooo";;;;"1188847033618259970";https://twitter.com/NicolasGarciaUr/status/1188847033618259970;Neutral;0.0
gulllermo;2019-10-28 10:50;0;0;"Nicolas Garcia, el heredero de Rey en Cundinamarca http via @ elespectador";;@ elespectador;;"1188845577867616258";https://twitter.com/gulllermo/status/1188845577867616258;Muy negativo;0.19174616679063425
Lamariata;2019-10-28 10:49;0;0;"@ WRadioColombia Nicolas Garcia no va a tener vida para ese periodo de gobierno tan largo. pic.twitter.com/88Vrck5T8x";;@ WRadioColombia;;"1188845191127539714";https://twitter.com/Lamariata/status/1188845191127539714;Tendencia negativa;0.38213046340937734
NicolasGarciaF;2019-10-28 10:25;0;1;"Que pena, ya se borra el tweet. No hay lio.";;;;"1188839248713191429";https://twitter.com/NicolasGarciaF/status/1188839248713191429;Tendencia negativa;0.3101041185342214
Garcia__Nicolas;2019-10-28 10:21;0;0;"Que grande Bolsonaro!";;;;"1188838225416208386";https://twitter.com/Garcia__Nicolas/status/1188838225416208386;Tendencia negativa;0.3880976670968132
NicolasGarcia_C;2019-10-28 10:06;0;2;"Jajajajahttps ...";;;;"1188834376559333377";https://twitter.com/NicolasGarcia_C/status/1188834376559333377;Neutral;0.0
bebientrega;2019-10-28 10:06;0;0;"Nicolas Garcia Bustos es el nuevo gobernador de Cundinamarca http http pic.twitter.com/uNZS7kGwfK";;;;"1188834321529880576";https://twitter.com/bebientrega/status/1188834321529880576;Muy positivo;0.7699995138616711
NicolasGrc;2019-10-28 10:05;0;2;"Le favori de @ ThierryMarchan les images mentent pas mais Thierry marchand soutient que ronaldo est le meilleur et qu'il merite d'etre ballon d'or parce qu'il est alle dans un club qui gagne la serie A depuis 7 ans # BallonDorhttps ...";;@ ThierryMarchan;# BallonDorhttps;"1188834207252013057";https://twitter.com/NicolasGrc/status/1188834207252013057;Neutral;0.0
Garcia__Nicolas;2019-10-28 10:02;0;1;"Argentina esta condenada.";;;;"1188833317954686976";https://twitter.com/Garcia__Nicolas/status/1188833317954686976;Tendencia negativa;0.3726763591151369
NikoGrcia;2019-10-28 09:35;0;0;"Oh.. pourquoi pas. Mais les meilleurs Asterix & Obelix resteront @ Ch_Clavier & Gerard Depardieu ! # LRThttps ...";;@ Ch_Clavier;# LRThttps;"1188826692569194501";https://twitter.com/NikoGrcia/status/1188826692569194501;Neutral;0.0
nicolasgarcia72;2019-10-28 09:33;0;0;"Matisyahu   One Day   Spinner (HD) https via @ YouTube le saco la puta al beat";;@ YouTube;;"1188826242419712002";https://twitter.com/nicolasgarcia72/status/1188826242419712002;Neutral;0.0
Politicoscol;2019-10-28 09:25;0;0;"# Elecciones - Nicolas Garcia es el nuevo gobernador de Cundinamarca https nicolas garcia es el nuevo gobernador de cundinamarca/ ...pic.twitter.com/SwPaQosBvL";;;# Elecciones;"1188824234287685632";https://twitter.com/Politicoscol/status/1188824234287685632;Tendencia negativa;0.3392287836244385
NicolasGrc;2019-10-28 09:18;0;1;"T'es genant";;;;"1188822471589421057";https://twitter.com/NicolasGrc/status/1188822471589421057;Muy positivo;0.7587377394623965
NicolasGrc;2019-10-28 09:08;0;0;"Je m'en bats les couilles";;;;"1188819821439442944";https://twitter.com/NicolasGrc/status/1188819821439442944;Neutral;0.0
NicolasGrc;2019-10-28 09:08;0;1;"Pas besoin de ca pour exister c'est le talent sur le terrain qui parle... mbappe en a enormement mais le respect c'est quelque chose d'important";;;;"1188819716019818496";https://twitter.com/NicolasGrc/status/1188819716019818496;Tendencia positiva;0.4
Nicolas33136520;2019-10-28 09:06;0;0;"Este estudio no esta certificado y es realizado con una muestra de x poblacion. Realmente no garantiza tu argumento. El articulo indica un 44% como poblacion a niveles de pobreza. Hay paises en Latinoamerica peores q Puerto Rico.pic.twitter.com/NTw3ePgHJX";;;;"1188819369746415616";https://twitter.com/Nicolas33136520/status/1188819369746415616;Muy negativo;0.05990909902172731
NicolasGrc;2019-10-28 09:06;0;0;"Bah ouais et alors t'vas faire quoi? Pas de ma faute si c'est le meilleur joueur du monde";;;;"1188819346828738560";https://twitter.com/NicolasGrc/status/1188819346828738560;Neutral;0.0
NicolasGrc;2019-10-28 09:03;0;3;"Messi ne chambrait pas a 20 ans il etait humble.. mbappe etait presente comme un mec humble mais il a devie depuis la ceremonie unfp. Il devient deteste et detestable";;;;"1188818650909814785";https://twitter.com/NicolasGrc/status/1188818650909814785;Tendencia negativa;-0.2
NicolasGrc;2019-10-28 09:00;0;0;"tu comprends rien toi retourne avec tes potes de segpa";;;;"1188817937169338371";https://twitter.com/NicolasGrc/status/1188817937169338371;Neutral;0.0
NicolasGrc;2019-10-28 09:00;0;0;"C'est une honte ce prix, le ballon d'or devrait pas etre attribue par France football surtout quand on voit que ce media donne bcp de fake news";;;;"1188817748832460808";https://twitter.com/NicolasGrc/status/1188817748832460808;Tendencia negativa;-0.5
Nicolas33136520;2019-10-28 08:58;0;0;"Hincarle esa pregunta a los residentes de Hawaii y el costo de los productos hoy en dia. En donde una coca cola de lata cuesta $4.61, eso representa la estadidad.pic.twitter.com/1WwI7FAp9g";;;;"1188817320002703360";https://twitter.com/Nicolas33136520/status/1188817320002703360;Muy negativo;0.29387117909096117
Nicolas33136520;2019-10-28 08:53;0;0;"Si ambos partidos tradicionales no fueran tan corruptos. Puerto Rico seria un pais extraordinario. Como te mencione, el problema es el gobierno no el ELA. La Estadidad puede representar el aumento en precio a todos los productos como en Hawaii. En donde una lata coca coca $4.pic.twitter.com/EIGugrQu7J";;;;"1188815997999996928";https://twitter.com/Nicolas33136520/status/1188815997999996928;Muy negativo;0.2441116938410301
Nicolas33136520;2019-10-28 08:47;1;1;"Gracias belleza, bendiciones";;;;"1188814578098036737";https://twitter.com/Nicolas33136520/status/1188814578098036737;Muy positivo;0.9197537570533667
Nicolas33136520;2019-10-28 08:46;0;0;"Hermosa como siempre.";;;;"1188814362812792832";https://twitter.com/Nicolas33136520/status/1188814362812792832;Muy positivo;0.9608906924737514
Nicolas33136520;2019-10-28 08:45;0;0;"De donde tu sacas esas estadisticas? 65% esta en la pobreza? Para q ejercer el voto por la estadidad, cuando el Presidente Trump le votara en contra, el Congreso no aprueba los plebiscito del pais. Pq luchar por mas beneficios? Si los fondos son basados en poblacion actual.pic.twitter.com/oVhwG5sreh";;;;"1188814038903545859";https://twitter.com/Nicolas33136520/status/1188814038903545859;Muy negativo;0.030391244166865266
JuegaRayuela;2019-10-28 08:39;0;0;"# SorpresasTeDaLaVida cuando en Cita gano al que le han imputado cargos en la fiscalia: Nestor Orlando Guitarrero. @ WRadioColombia Y ademas, la maquinaria que novio Nicolas Garcia. Seguimos con los mismos y los corruptos.";;@ WRadioColombia;# SorpresasTeDaLaVida;"1188812466689585153";https://twitter.com/JuegaRayuela/status/1188812466689585153;Muy negativo;0.03463680606322264
alrodacot;2019-10-28 08:38;0;0;"Nicolas Garcia, el heredero de Rey en Cundinamarca https garcia el heredero de rey en cundinamarca articulo 888230 ...";;;;"1188812197251682305";https://twitter.com/alrodacot/status/1188812197251682305;Muy negativo;0.21272698082094635
Nicolas33136520;2019-10-28 08:36;0;0;"Te vez muy bien";;;;"1188811738466131969";https://twitter.com/Nicolas33136520/status/1188811738466131969;Neutral;0.0
Nicolas33136520;2019-10-28 08:24;0;0;"El problema es el gobierno, no es ELA.pic.twitter.com/Hr7xEbZ6IS";;;;"1188808684983459840";https://twitter.com/Nicolas33136520/status/1188808684983459840;Tendencia positiva;0.638441035908098
Nicolas33136520;2019-10-28 08:23;0;0;"Gracias belleza, bendiciones";;;;"1188808399334588417";https://twitter.com/Nicolas33136520/status/1188808399334588417;Muy positivo;0.9197537570533667
Nicolas33136520;2019-10-28 08:21;0;0;"Eres muy hermosa, bendiciones";;;;"1188808121361326081";https://twitter.com/Nicolas33136520/status/1188808121361326081;Muy positivo;0.9538849294506512
NicolasGrc;2019-10-28 08:20;0;2;"@ NBAFAN18671364 il etait pas tres saignant de toute facon";;@ NBAFAN18671364;;"1188807750110846976";https://twitter.com/NicolasGrc/status/1188807750110846976;Neutral;0.0
elespectador;2019-10-28 08:20;1;4;"Nicolas Garcia, el heredero de Rey en Cundinamarca. https garcia el heredero de rey en cundinamarca articulo 888230 ...pic.twitter.com/tKsvZDrRVW";;;;"1188807667164291075";https://twitter.com/elespectador/status/1188807667164291075;Muy negativo;0.2839931266062827
NicoMmo;2019-10-28 08:15;0;0;"Temp ahora 21 Co. Hoy baja 15 Co  alta 23 Co";;;;"1188806511981711360";https://twitter.com/NicoMmo/status/1188806511981711360;Tendencia negativa;0.3189099203774768
nlsgsanchez;2019-10-28 08:13;0;0;"Plenament d'acord. A tots aquest "Graciosillos" els hi recomanaria la lectura de La Tentacion de la Inocencia, de Bruckner. A l 'any 1996 j aen parlaba de tots aquestos actors socials...., tan purs i irresponsables";;;;"1188805976075505666";https://twitter.com/nlsgsanchez/status/1188805976075505666;Neutral;0.0
nicogrodri10;2019-10-28 08:01;0;1;"Hay gente a la que lo que le estan diciendo es que no lo tienen disponible, a otros como tu y yo que simplemente fue un error informatico";;;;"1188803079501762561";https://twitter.com/nicogrodri10/status/1188803079501762561;Tendencia negativa;0.3206188648476787
nicogrodri10;2019-10-28 08:00;0;0;"Lo mismo que a mi!";;;;"1188802844339650561";https://twitter.com/nicogrodri10/status/1188802844339650561;Tendencia negativa;0.46738224887226865
Nicolas_GarciaG;2019-10-28 07:49;0;1;"Pero no es el laburo que quiero, yo solo quiero ser bailarin nudista en altura no me interesa ser tranza";;;;"1188800074291302400";https://twitter.com/Nicolas_GarciaG/status/1188800074291302400;Muy negativo;0.003867797575524954
rccempresario;2019-10-28 07:48;0;0;"Nicolas Garcia, el heredero de Rey en Cundinamarca http via @ elespectador";;@ elespectador;;"1188799734502363137";https://twitter.com/rccempresario/status/1188799734502363137;Muy negativo;0.19174616679063425
NicolasGrc;2019-10-28 07:47;0;3;"@ NBAFAN18671364 ils parlent du viol j'espere";;@ NBAFAN18671364;;"1188799358034202624";https://twitter.com/NicolasGrc/status/1188799358034202624;Neutral;0.0
NicolasGrc;2019-10-28 07:45;1;28;"arretez la propagande avec Ronaldo on a compris que @ ThierryMarchan n'aime pas Messi on l'a vu dans @ lequipedusoir mais de la a faire une propagande c'est minable.. le boulot du journaliste c'est d'etre objectif mais on peut pas dire ca de votre media bon a jeter a la poubelle";;@ ThierryMarchan @ lequipedusoir;;"1188799038600167424";https://twitter.com/NicolasGrc/status/1188799038600167424;Neutral;0.0
NicolasGrc;2019-10-28 07:39;0;1;"@ NBAFAN18671364 Thierry marchand le suceur de ronaldo et qui critique tjr Messi sans raison... le journalisme francais";;@ NBAFAN18671364;;"1188797451051896835";https://twitter.com/NicolasGrc/status/1188797451051896835;Neutral;0.0
Nicolas33136520;2019-10-28 07:38;0;0;"Venezuela pide su libertad y la renuncia de Maduro a la Presidencia.pic.twitter.com/TJBaJhBzf8";;;;"1188797112332509195";https://twitter.com/Nicolas33136520/status/1188797112332509195;Muy negativo;0.09658402401556393
NicolasGrc;2019-10-28 07:37;0;2;"@ NBAFAN18671364 les footix sont de sortie comme si le surcote allait gagner";;@ NBAFAN18671364;;"1188796885064138755";https://twitter.com/NicolasGrc/status/1188796885064138755;Neutral;0.0
Nicolas33136520;2019-10-28 07:37;0;1;"Q bien";;;;"1188796837173649409";https://twitter.com/Nicolas33136520/status/1188796837173649409;Neutral;0.0
Nicolas33136520;2019-10-28 07:36;0;1;"Gracias belleza, bendiciones";;;;"1188796763492233216";https://twitter.com/Nicolas33136520/status/1188796763492233216;Muy positivo;0.9197537570533667
Nicolas33136520;2019-10-28 07:32;0;1;"Gracias, bendiciones";;;;"1188795592601939968";https://twitter.com/Nicolas33136520/status/1188795592601939968;Muy positivo;0.768319106058923
Nicolas33136520;2019-10-28 07:31;0;0;"Venezuela pide su libertad y la renuncia de Maduro a la Presidencia.pic.twitter.com/EpbEAfstf8";;;;"1188795423705747458";https://twitter.com/Nicolas33136520/status/1188795423705747458;Muy negativo;0.09658402401556393
henrygomez123;2019-10-28 07:12;0;0;"Quien es Nicolas Garcia, nuevo gobernador de Cundinamarca   Fundacion Paz y Reconciliacion https es nicolas garcia nuevo gobernador de cundinamarca/ ...";;;;"1188790547810603008";https://twitter.com/henrygomez123/status/1188790547810603008;Tendencia negativa;0.3617456757375396
rafaelfontan;2019-10-28 07:08;3;4;"Nicolas Garcia Rivas, explicando el delito de rebelion. https ...";;;;"1188789753661022209";https://twitter.com/rafaelfontan/status/1188789753661022209;Muy negativo;0.06560328737054966
nico_ota_;2019-10-28 07:01;0;0;"# NuevaFotoDePerfil";;;# NuevaFotoDePerfil;"1188787943097425921";https://twitter.com/nico_ota_/status/1188787943097425921;Tendencia positiva;0.541333260777616
