username;date;0;00;text;geo;mentions;hashtags;id;permalink;sentimiento;rango
edpaya;2019-10-25 14:29;0;0;"BUENO CUAL ES EL PROBLEMA SI CONCEJALES DE CE APOYAN AL INDEPENDIENTE GALAN O SI VARGAS NO DICE A QUIEN APOYA A LA ALCALDIA Y A LA QUE APOYA SU PARTIDO QUE NO SE CREEN GANADORES DE LAS ELECCIONES DEL 27 DE ESTE DOMINGO CUAL ES EL MIEDO DE QUIEN O NO APOYA VARGAS LLERAS ES UN VOTO";;;;"1187813546513567744";https://twitter.com/edpaya/status/1187813546513567744;Neutral;0.0
malicovi2015;2019-10-25 13:58;0;0;"Ya conocemos las tacticas defraudadoras para ganar elecciones del padrino y satrapa Santos. pobre Galan es su titere.";;;;"1187805527516073984";https://twitter.com/malicovi2015/status/1187805527516073984;Muy negativo;0.0071717912175736425
MahelaEsther;2019-10-25 13:53;0;0;"Galan, le cambio la dinamica a las elecciones. O agresividad. Y es un luchador. Increible. Campana austera";;;;"1187804337596182530";https://twitter.com/MahelaEsther/status/1187804337596182530;Tendencia negativa;0.398720424769806
baracaldodianam;2019-10-25 13:51;0;1;"Para la segunda vuelta presidencial de Santos en el 2014, le robaron las elecciones a @ OIZuluaga con el cuento del hacker. Hoy Santos/galan le quiere robar las elecciones a @ MiguelUribeT con el cuento de las encuestas. Nos vamos a dejar???";;@ OIZuluaga @ MiguelUribeT;;"1187803897152311297";https://twitter.com/baracaldodianam/status/1187803897152311297;Muy negativo;0.03631320399519475
PepGalan;2019-10-25 13:42;0;0;"Y asi, amigo, es como se pierden unas elecciones. Sigamos.";;;;"1187801580332109824";https://twitter.com/PepGalan/status/1187801580332109824;Muy negativo;0.14270165533343843
EmWikCol;2019-10-25 13:21;0;1;"Vargas Lleras, politico del Partido Liberal y fundador del Partido Cambio Radical, el cual dirigio Galan hasta que se hundio en las urnas en las pasadas elecciones presidenciales donde Vargas Lleras fracaso rotundamente. Recordemos que Vargas Lleras fue la mano derecha de (sigue)";;;;"1187796426622939138";https://twitter.com/EmWikCol/status/1187796426622939138;Muy negativo;0.005856284789137076
EmWikCol;2019-10-25 13:21;1;1;"NOTICIAS COLOMBIANAS. Continuamos con las elecciones que se llevaran a cabo este domingo 27 de octubre en Colombia. Los dos candidatos restantes son Carlos Fernando Galan y Miguel Uribe Turbay, quienes son los dos candidatos con mayor opcion en ocupar la Alcaldia Mayor de Bogota.";;;;"1187796412169412609";https://twitter.com/EmWikCol/status/1187796412169412609;Muy negativo;0.07979092319654281
SergioLealo;2019-10-25 13:17;0;0;"C Galan lidera la intencion de voto a dos dias de las elecciones, H Morris ocuparia el segundo lugar, es decir tendria una curul en el concejo. Prefiero que gane Galan que C Lopez solo por ver la cara de sus seguidores que han hecho una campana sucia, corrupta y llena de odio.";;;;"1187795389488996353";https://twitter.com/SergioLealo/status/1187795389488996353;Muy negativo;0.00911371108772393
SergioLealo;2019-10-25 13:17;0;0;"Carlos Galan lidera la intencion de voto a dos dias de las elecciones, Hollman Morris ocuparia el segundo lugar, es decir tendria una curul en el concejo. Prefiero que gane Galan que Claudia Lopez solo por ver la... / ...";;;;"1187795236992540678";https://twitter.com/SergioLealo/status/1187795236992540678;Muy negativo;0.035018942406501045
mlfa55;2019-10-25 12:46;0;0;"Vargas Lleras no esta con Galan en estas elecciones, tratar de danar con suposiciones y falsedades no es buena estrategia, se les devuelve...";;;;"1187787605326401536";https://twitter.com/mlfa55/status/1187787605326401536;Muy negativo;0.001224436963266231
LuchoMalambo;2019-10-25 11:57;6;27;"# EnMiCiudadGana LA INTELIGENCIA CAPITALINA. Y mi pronostico elecciones para el proximo domingo en Bogota es: Claudia 32% Hollman 27% Galan 26% AUV:Turbay 12% Blanco 3% Guarden este tweet, amiguit@s. Esta sera # LaGranEncuesta, la de purita verdad.";;;# EnMiCiudadGana # LaGranEncuesta;"1187775146385387521";https://twitter.com/LuchoMalambo/status/1187775146385387521;Muy negativo;0.11457756195018443
Mugreras_;2019-10-25 11:52;1;1;"?Te estas cagando? . . . Etiqueta: # elecciones # alcaldiadebogota # galan # migueluribe # claudialopez # concejo # humornegro # caicatura # caricaturapolitica # LaGranEncuesta # YoVotoCentroDemocratico # Elecciones2019 # BuenViernes # EnMiCiudadGanapic.twitter.com/ObD2ERu9LV";;;# elecciones # alcaldiadebogota # galan # migueluribe # claudialopez # concejo # humornegro # caicatura # caricaturapolitica # LaGranEncuesta # YoVotoCentroDemocratico # Elecciones2019 # BuenViernes # EnMiCiudadGanapic;"1187773985875996672";https://twitter.com/Mugreras_/status/1187773985875996672;Muy negativo;0.01596102324231275
GalanWarro;2019-10-25 11:42;0;0;"Elecciones de diputados y senadores";;;;"1187771419926716419";https://twitter.com/GalanWarro/status/1187771419926716419;Muy negativo;0.1971409476287584
Juansegalanm;2019-10-25 11:24;0;0;"Senor esta equivocado, las elecciones presidenciales ya pasaron.";;;;"1187767015311851520";https://twitter.com/Juansegalanm/status/1187767015311851520;Muy negativo;0.21424233200751097
thiagogrijo;2019-10-25 11:21;0;0;"Asi esta la intencion de voto en Bogota, de cara a las elecciones del domingo: Carlos Fernando Galan 34%, Claudia Lopez, 24%, Hollman Morris 13%, Miguel Uribe 9% :esta:la:intencion:de:voto:en:bogota:de:cara:las:elecciones:del:domingo ...";;;;"1187766127583252488";https://twitter.com/thiagogrijo/status/1187766127583252488;Muy negativo;0.22601984793550595
RollingStoneCol;2019-10-25 10:24;193;242;"A dos dias de las elecciones locales, recordamos este documento elaborado por @ ArielAnaliza y # JoseRobertoAcosta, de la Fundacion Paz y Reconciliacion, donde se presentan evidencias del escandalo que sacude la campana de Galan  pic.twitter.com/yw62lp5aXw";;@ ArielAnaliza;# JoseRobertoAcosta;"1187751812583116802";https://twitter.com/RollingStoneCol/status/1187751812583116802;Tendencia negativa;0.4664290827316047
Joneanb7a;2019-10-25 10:24;0;0;"# EnMiCiudadGana @ HOLLMANMORRIS el verdadero sondeo es el domingo en las urnas, no coma cuento que Claudia es la unica que le puede ganar a Galan y que Holman ya esta perdido... Esa misma estrategia fue con la que enganaron en las elecciones presidenciales y ya sabemos que paso...";;@ HOLLMANMORRIS;# EnMiCiudadGana;"1187751719368822784";https://twitter.com/Joneanb7a/status/1187751719368822784;Muy negativo;0.009497760431388105
juliandrs;2019-10-25 10:23;0;2;"Nosotros aqui peleando por votar por Morris o por Lopez sabiendo que estas elecciones son de Galan.";;;;"1187751523587149824";https://twitter.com/juliandrs/status/1187751523587149824;Muy negativo;0.11820763553399588
FJavier_Galan;2019-10-25 10:08;5;0;"Para los periodistas hay otras elecciones este mes de noviembre. Se presentan dos candidaturas a las elecciones de la APM 2019 :presentan:dos:candidaturas:a:las:elecciones:de:la:apm:2019/ ...";;;;"1187747758138183680";https://twitter.com/FJavier_Galan/status/1187747758138183680;Tendencia positiva;0.6973576660191978
milefauris;2019-10-25 10:03;0;0;"Miguel Esta es la forma sucia de hacer politica,por que no acepta el concejo de galan y hacer una campana positiva a 1 dia de ser las elecciones..";;;;"1187746513772003332";https://twitter.com/milefauris/status/1187746513772003332;Muy negativo;0.15552903867107
GalanGrullon;2019-10-25 09:54;0;0;"Me gustaria saber cuales miembros del PRM han recibido: 1: aportes de campana para elecciones, alguna vez, 2: aportes de campana de Angel Rondon, alguna vez. ( Pregunta muy legitima, antes de aceptar comentarios sobre el tema Odebrecht ).";;;;"1187744195336966144";https://twitter.com/GalanGrullon/status/1187744195336966144;Muy negativo;0.1124945856543572
AndresPjroC;2019-10-25 09:35;0;0;"Valido, entonces que gane Galan en el caso de Bogota. Esto no son elecciones nacionales donde uno vota por conviccion y despues si, toca votar utilmente. Las convicciones tambien nos convierten en inutiles.";;;;"1187739382125596676";https://twitter.com/AndresPjroC/status/1187739382125596676;Muy negativo;0.018920090983079004
nan_nba;2019-10-25 09:11;0;0;"Predicciones Para La Alcaldia De Bogota : Elecciones Octubre 2019 :Galan Ganara!!!!  ...";;;;"1187733519658823682";https://twitter.com/nan_nba/status/1187733519658823682;Muy negativo;0.07631682350397534
GarciaColorad0;2019-10-25 09:10;37;230;"Les voy a hacer un pronostico del resultado de las elecciones en Bogota el proximo domingo. Claudia 31% Galan 29% Miguel 19% Hollman 17% Blanco 4% Un abrazo especial para todos.";;;;"1187733050282655744";https://twitter.com/GarciaColorad0/status/1187733050282655744;Tendencia positiva;0.6385445666433583
fabiohcortess;2019-10-25 08:12;0;5;"# Bogota, la misma estrategia de hace cuatro anos... Es claro que el Pachito Santos de estas elecciones es Miguelito Uribe, pero, ?entre Claudia y Galan, quien hace de Pardo y quien de Bolardo? Esta vez no caiga en la trampa: # VoteHollman... y denuncie el # FraudeElectoralpic.twitter.com/J8sBfoO3Vc";;;# Bogota # VoteHollman # FraudeElectoralpic;"1187718629237895169";https://twitter.com/fabiohcortess/status/1187718629237895169;Muy negativo;0.003931791858819529
jcuestanovoa;2019-10-25 08:07;115;192;"Empate tecnico en la Alcaldia de Bogota entre @ HOLLMANMORRIS y Carlos Galan. Encuesta de Mosqueteros a dos dias de las elecciones. ! SE PUEDE ! pic.twitter.com/0yyy3UyjEc";;@ HOLLMANMORRIS;;"1187717381650604035";https://twitter.com/jcuestanovoa/status/1187717381650604035;Muy negativo;0.012522843824460936
FJavier_Galan;2019-10-25 08:07;0;0;"Se presentan dos candidaturas a las elecciones de la APM 2019 :presentan:dos:candidaturas:a:las:elecciones:de:la:apm:2019/ ...";;;;"1187717289786904576";https://twitter.com/FJavier_Galan/status/1187717289786904576;Muy positivo;0.8639265840764995
JDanielSilvaB82;2019-10-25 07:59;0;0;"una de las preguntas que me hicieron cuando me llamaron del centro nacional de consultoria fue Si en las elecciones del proximo domingo solo estuvieran Hollman, Galan y claudia lopez por quien votaria? Les respondi que NO votaria o votaria en blanco.";;;;"1187715188717477889";https://twitter.com/JDanielSilvaB82/status/1187715188717477889;Muy negativo;0.003766557692049628
nalick_;2019-10-25 07:47;0;3;"Galan ya gano esas elecciones ...  ...";;;;"1187712218953125889";https://twitter.com/nalick_/status/1187712218953125889;Muy negativo;0.14896079711234922
NoticiasRCN;2019-10-25 07:33;14;51;"# LaGranEncuesta de Yanhass | Si las elecciones a la Alcaldia de Bogota fueran manana y se presentaran los siguientes candidatos, ?por cual de ellos votaria? 1/2 Carlos Fernando Galan 34,0% Claudia Lopez 24,6% Hollman Morris 13,5% ";;;# LaGranEncuesta;"1187708650258882567";https://twitter.com/NoticiasRCN/status/1187708650258882567;Muy negativo;0.00996477431936564
maurici74555099;2019-10-25 07:32;0;0;"Cuando terminen las elecciones en Bogota, el mas desilusionado sera Carlos Fernando galan, porque hasta el logro ilusionarse con la inflada de las encuestas !!!guardenlo por ahi!!";;;;"1187708569803743234";https://twitter.com/maurici74555099/status/1187708569803743234;Muy negativo;0.025906610362947537
AlejoCallejasM;2019-10-25 07:31;0;0;"Facil, una muestra de 360 personas, para una ciudad como Bogota a pocos dias de las elecciones? Manipulacion y muestra de intereses en poner al "independiente" de galan como alcalde! Verguenza! Esto se vuelve un tema legal !!!";;;;"1187708337514782720";https://twitter.com/AlejoCallejasM/status/1187708337514782720;Muy negativo;0.15956755198319683
juamasanchez;2019-10-25 07:19;0;0;"Hollman el mas seguro de sus cosas Miguel un muy buen plan de gobierno Galan sensato y votaria por el Claudia tiene buenas cosas pero no se si son mejores las que contradicen las otras # Elecciones";;;# Elecciones;"1187705265661063168";https://twitter.com/juamasanchez/status/1187705265661063168;Tendencia negativa;0.38332256403394277
